AuthorId,RecipeId,Rating,Like,TestSetId
343561E,263575,NA,TRUE,NA
343561E,306719,2,TRUE,NA
343561E,280383,2,TRUE,NA
343561E,295099,2,TRUE,NA
343561E,441249,2,TRUE,NA
343561E,126726,2,TRUE,NA
343561E,111875,2,TRUE,NA
343561E,472652,NA,TRUE,NA
343561E,143507,NA,TRUE,NA
343561E,113299,2,TRUE,NA
343561E,273044,NA,TRUE,NA
343561E,336759,2,TRUE,NA
343616D,345502,NA,TRUE,NA
343700B,515735,NA,FALSE,NA
343764B,14845,2,TRUE,NA
343807B,165254,2,FALSE,NA
34380C,72973,NA,FALSE,NA
3438D,345232,NA,FALSE,NA
343922C,102422,2,TRUE,NA
343958E,27136,2,FALSE,NA
343980E,138746,2,FALSE,NA
34400C,331947,2,FALSE,NA
344015C,207525,2,TRUE,NA
344028D,472470,NA,FALSE,NA
344034A,411314,NA,FALSE,NA
344139C,121736,2,FALSE,NA
344139C,317037,NA,FALSE,NA
344139C,272650,2,FALSE,NA
344156A,331102,2,TRUE,NA
344215E,92647,2,FALSE,NA
344231B,27499,2,FALSE,NA
344231B,4213,NA,FALSE,NA
344231B,27400,2,FALSE,NA
344231B,32293,2,FALSE,NA
344231B,32502,NA,FALSE,NA
344231B,11209,2,FALSE,NA
344231B,19982,NA,FALSE,NA
344231B,31270,NA,FALSE,NA
344231B,6839,NA,FALSE,NA
344231B,35391,NA,FALSE,NA
344231B,38669,2,FALSE,NA
344288E,8244,2,FALSE,NA
344321A,211791,NA,FALSE,NA
344321A,104523,NA,FALSE,NA
344324D,49909,2,FALSE,NA
344391D,15828,NA,FALSE,NA
344391D,93886,2,FALSE,NA
344401D,92865,2,TRUE,NA
344484A,64446,2,FALSE,NA
344703A,166973,NA,FALSE,NA
344767A,99636,NA,FALSE,NA
344931C,201364,NA,FALSE,NA
345035D,198,NA,FALSE,NA
345035D,122,NA,FALSE,NA
345035D,425317,2,FALSE,NA
345035D,227572,NA,FALSE,NA
345086B,12626,2,FALSE,NA
345095D,75674,2,FALSE,NA
345122E,28578,2,FALSE,NA
345122E,38298,2,FALSE,NA
345277B,149363,2,FALSE,NA
345446D,15808,2,FALSE,NA
34554D,254309,NA,FALSE,NA
34554D,362826,2,FALSE,NA
34554D,144142,2,FALSE,NA
34554D,240380,2,FALSE,NA
34554D,28649,2,FALSE,NA
34554D,223218,NA,FALSE,NA
34554D,83261,2,FALSE,NA
34554D,61816,NA,FALSE,NA
34554D,90436,NA,FALSE,NA
345569D,88413,2,FALSE,NA
345776B,8494,2,FALSE,NA
34577D,486641,NA,FALSE,NA
345786C,52104,2,FALSE,NA
345786C,111863,NA,FALSE,NA
345786C,162250,2,FALSE,NA
345786C,266587,NA,FALSE,NA
345786C,242557,2,FALSE,NA
345786C,336801,2,FALSE,NA
345786C,196804,2,FALSE,NA
345786C,259232,2,FALSE,NA
345786C,210860,2,FALSE,NA
345786C,201468,2,FALSE,NA
345786C,71472,NA,FALSE,NA
34581E,197341,NA,TRUE,NA
345837E,158671,2,FALSE,NA
346091D,22405,NA,FALSE,NA
346093B,135350,2,FALSE,NA
346154B,39225,2,FALSE,NA
346179C,79961,NA,FALSE,NA
346179C,12880,NA,FALSE,NA
346179C,41797,NA,FALSE,NA
346179C,28831,2,FALSE,NA
346179C,19209,2,FALSE,NA
346179C,29225,NA,FALSE,NA
346179C,32544,2,FALSE,NA
346179C,32818,2,FALSE,NA
346179C,76081,NA,FALSE,NA
346179C,33544,NA,FALSE,NA
346179C,3091,2,FALSE,NA
346221D,306151,2,FALSE,NA
346221D,36970,2,FALSE,NA
346221D,71360,2,FALSE,NA
346221D,363413,2,FALSE,NA
34627C,90322,NA,FALSE,NA
346354E,29884,NA,TRUE,NA
3463550D,83678,NA,FALSE,NA
346423B,10830,NA,FALSE,NA
34645B,44239,2,FALSE,NA
346468B,20624,NA,FALSE,NA
346475E,27195,NA,FALSE,NA
346475E,145411,2,FALSE,NA
34647B,277537,NA,FALSE,NA
346515E,297,NA,FALSE,NA
346515E,55309,2,FALSE,NA
346515E,329222,2,FALSE,NA
346515E,298,NA,FALSE,NA
346515E,139229,NA,FALSE,NA
346515E,61358,2,FALSE,NA
346515E,16325,2,FALSE,NA
346515E,158809,2,FALSE,NA
346515E,135281,2,FALSE,NA
346520C,129435,2,FALSE,NA
346583A,393056,NA,TRUE,NA
346696E,437783,2,FALSE,NA
346744A,25556,NA,FALSE,NA
346788D,326407,NA,FALSE,NA
346788D,53956,NA,FALSE,NA
346797D,148628,2,FALSE,NA
346799C,178158,2,FALSE,NA
346812C,420398,2,TRUE,NA
346822C,102660,2,FALSE,NA
346822C,126644,NA,FALSE,NA
346822C,25690,NA,FALSE,NA
346822C,78893,NA,FALSE,NA
346822C,105711,NA,FALSE,NA
346822C,133322,2,FALSE,NA
346822C,412634,2,FALSE,NA
346825E,22600,NA,FALSE,NA
346867A,34750,2,FALSE,NA
346867A,33919,2,FALSE,NA
346867A,30833,NA,FALSE,NA
346867A,27945,NA,FALSE,NA
346867A,12662,NA,TRUE,NA
346867A,58428,NA,TRUE,NA
346867A,87782,NA,TRUE,NA
346867A,213460,NA,TRUE,NA
346875C,78156,2,FALSE,NA
346904D,97231,2,TRUE,NA
346939E,115553,2,TRUE,NA
346950A,494394,NA,FALSE,NA
346950A,217791,2,FALSE,NA
346950A,248515,2,FALSE,NA
346950A,25151,NA,FALSE,NA
346950A,331723,2,FALSE,NA
346950A,125209,NA,FALSE,NA
346950A,38275,NA,FALSE,NA
346950A,66703,2,FALSE,NA
346950A,246599,2,FALSE,NA
346950A,171445,NA,FALSE,NA
346950A,245634,NA,FALSE,NA
346950A,283010,NA,FALSE,NA
346950A,482186,NA,FALSE,NA
346950A,356717,NA,FALSE,NA
346950A,28667,2,FALSE,NA
346950A,71555,NA,FALSE,NA
346950A,460857,NA,FALSE,NA
346950A,78666,NA,FALSE,NA
346950A,266584,2,FALSE,NA
346950A,263179,2,FALSE,NA
346950A,264689,2,FALSE,NA
346950A,171163,NA,FALSE,NA
346950A,21104,NA,FALSE,NA
346950A,427161,2,FALSE,NA
346950A,262172,2,FALSE,NA
346950A,256382,NA,FALSE,NA
346950A,426090,2,FALSE,NA
346950A,81258,NA,FALSE,NA
346950A,170706,NA,FALSE,NA
346950A,435412,2,FALSE,NA
346950A,72703,NA,FALSE,NA
346950A,43396,2,FALSE,NA
346950A,82925,2,FALSE,NA
346950A,92315,2,FALSE,NA
346950A,10733,NA,FALSE,NA
346950A,246533,2,FALSE,NA
346950A,283064,2,FALSE,NA
346950A,155531,2,FALSE,NA
346950A,169833,2,FALSE,NA
346950A,174041,NA,FALSE,NA
346950A,505798,2,FALSE,NA
346950A,263451,2,FALSE,NA
346950A,222479,2,FALSE,NA
346950A,234462,2,FALSE,NA
346950A,168755,2,FALSE,NA
346950A,501720,2,FALSE,NA
346950A,457828,NA,FALSE,NA
346950A,411418,NA,FALSE,NA
346950A,206263,2,FALSE,NA
346950A,141818,2,FALSE,NA
346950A,33752,NA,FALSE,NA
346950A,370569,2,FALSE,NA
346950A,409883,NA,FALSE,NA
346950A,210621,NA,FALSE,NA
346950A,356538,2,FALSE,NA
346950A,38730,2,FALSE,NA
346950A,43148,NA,FALSE,NA
346950A,218626,NA,FALSE,NA
346950A,427206,NA,FALSE,NA
346950A,270197,2,FALSE,NA
346950A,155910,2,FALSE,NA
346950A,436261,NA,FALSE,NA
346950A,219713,2,FALSE,NA
346950A,434823,2,FALSE,NA
346950A,409491,NA,FALSE,NA
346950A,424194,2,FALSE,NA
346950A,342649,NA,FALSE,NA
346950A,230853,2,FALSE,NA
346950A,197441,2,FALSE,NA
346950A,65423,2,FALSE,NA
346950A,360486,NA,FALSE,NA
347052A,225799,NA,FALSE,NA
347154D,169862,NA,FALSE,NA
347154D,203131,2,FALSE,NA
347154D,394207,NA,FALSE,NA
347154D,317830,NA,FALSE,NA
34725C,54257,2,FALSE,NA
34725C,7811,NA,FALSE,NA
347288E,160099,NA,FALSE,NA
347389D,105268,NA,FALSE,NA
347415B,110047,2,FALSE,NA
347442E,51235,NA,TRUE,NA
347449D,61382,2,FALSE,NA
347678D,206694,NA,FALSE,NA
347699E,187040,NA,FALSE,NA
347727C,239457,NA,FALSE,NA
347727C,222773,NA,FALSE,NA
347727C,49141,2,FALSE,NA
34774A,193359,2,FALSE,NA
347766D,429726,2,FALSE,NA
347768A,112845,NA,FALSE,NA
347768A,144806,2,FALSE,NA
347768A,120106,NA,FALSE,NA
347768A,87253,NA,FALSE,NA
347777C,28649,2,FALSE,NA
347792E,265932,NA,FALSE,NA
347792E,179244,2,FALSE,NA
347808C,91212,NA,FALSE,NA
347824B,192191,2,FALSE,NA
347873B,129058,2,FALSE,NA
347873B,11181,2,TRUE,NA
347879D,386122,2,FALSE,NA
347918A,92200,2,TRUE,NA
347922C,30469,NA,FALSE,NA
347999E,417562,NA,FALSE,NA
348093D,214971,NA,FALSE,NA
348095E,217049,2,FALSE,NA
348095E,38846,2,FALSE,NA
348130A,72759,NA,FALSE,NA
348137B,366051,2,FALSE,NA
348318E,52680,2,FALSE,NA
348426C,96493,NA,FALSE,NA
348426C,186029,NA,FALSE,NA
348426C,16570,2,FALSE,NA
348426C,65340,NA,FALSE,NA
348426C,131018,NA,FALSE,NA
348426C,27361,NA,FALSE,NA
34842C,189854,NA,FALSE,NA
348437A,401983,NA,TRUE,NA
3484D,187515,NA,FALSE,NA
348502D,5408,NA,FALSE,NA
348506C,205890,NA,FALSE,NA
348596D,138222,NA,FALSE,NA
348596D,74730,2,TRUE,NA
348642B,315109,NA,FALSE,NA
348642B,307367,NA,FALSE,NA
348642B,112203,NA,TRUE,NA
348652E,333418,2,FALSE,NA
348652E,55772,NA,FALSE,NA
348652E,279053,2,FALSE,NA
348657A,391024,2,FALSE,NA
348693E,404645,NA,TRUE,NA
348693E,211485,NA,TRUE,NA
348792A,101954,2,FALSE,NA
348804A,22198,NA,TRUE,NA
348904B,491072,2,TRUE,NA
348916B,306865,2,FALSE,NA
349068B,230813,2,FALSE,NA
349068B,344280,NA,FALSE,NA
349159B,14756,2,FALSE,NA
349172C,157941,2,FALSE,NA
349172C,278694,2,FALSE,NA
349172C,432302,2,FALSE,NA
349172C,280827,2,FALSE,NA
349172C,49409,NA,FALSE,NA
349172C,373460,NA,FALSE,NA
349172C,468,2,FALSE,NA
349172C,318363,2,FALSE,NA
349172C,50099,NA,FALSE,NA
349172C,245820,2,FALSE,NA
349172C,345015,NA,FALSE,NA
349172C,53822,2,FALSE,NA
349172C,244856,2,FALSE,NA
349172C,8845,NA,FALSE,NA
349172C,11796,2,FALSE,NA
349238C,60235,NA,FALSE,NA
349238C,92096,NA,FALSE,NA
349238C,17618,2,FALSE,NA
349299C,458507,NA,FALSE,NA
3493137D,45489,NA,FALSE,NA
3493137D,25420,2,FALSE,NA
3493137D,60001,NA,FALSE,NA
349348A,80963,2,FALSE,NA
349348A,69479,2,FALSE,NA
349348A,58529,NA,FALSE,NA
349361A,70026,NA,TRUE,NA
34936C,11571,NA,FALSE,NA
349428C,42272,2,FALSE,NA
349439B,493614,NA,FALSE,NA
349474D,122046,2,FALSE,NA
349476C,69302,2,FALSE,NA
349476C,67521,NA,FALSE,NA
349476C,26927,2,FALSE,NA
34947E,107570,NA,FALSE,NA
349692A,149395,2,FALSE,NA
349739C,434896,NA,FALSE,NA
349739C,282333,NA,FALSE,NA
349739C,224424,NA,TRUE,NA
349743B,101104,NA,TRUE,NA
349752A,90918,2,FALSE,NA
349821E,361255,NA,FALSE,NA
349821E,1035,NA,FALSE,NA
349821E,93010,2,FALSE,NA
349821E,29767,NA,FALSE,NA
349821E,30329,2,TRUE,NA
349821E,60056,2,TRUE,NA
349864C,116596,NA,FALSE,NA
349864C,420150,NA,FALSE,NA
349864C,379283,2,FALSE,NA
349864C,409800,NA,FALSE,NA
349864C,244972,2,FALSE,NA
350205D,9989,2,FALSE,NA
350211A,214056,2,FALSE,NA
350211A,32441,2,FALSE,NA
350211A,27520,NA,FALSE,NA
350255E,50144,NA,FALSE,NA
35029C,416708,2,FALSE,NA
350325B,60350,2,TRUE,NA
350374A,33919,2,FALSE,NA
350404A,126623,NA,TRUE,NA
350428C,106024,NA,FALSE,NA
350446A,520603,2,FALSE,NA
350450D,3983,2,FALSE,NA
350450D,45809,2,FALSE,NA
350718C,9173,NA,TRUE,NA
350750B,27361,2,FALSE,NA
350750B,8701,2,FALSE,NA
350750B,22782,NA,FALSE,NA
350750B,52272,2,FALSE,NA
350787C,79964,NA,FALSE,NA
350875D,66507,2,FALSE,NA
350894D,419730,NA,FALSE,NA
350894D,189457,NA,FALSE,NA
350913D,259230,NA,TRUE,NA
350913D,65347,NA,TRUE,NA
35091B,102525,2,FALSE,NA
350951C,29017,NA,FALSE,NA
350951C,175027,NA,FALSE,NA
350951C,269632,NA,FALSE,NA
350951C,356560,2,FALSE,NA
350977B,86946,2,FALSE,NA
351005A,195506,NA,FALSE,NA
351069B,380988,2,FALSE,NA
35106D,75894,NA,FALSE,NA
351071C,5478,NA,FALSE,NA
351086B,51083,NA,FALSE,NA
351098D,337807,NA,FALSE,NA
351112C,380589,2,FALSE,NA
351160A,120092,2,FALSE,NA
351204D,184426,2,FALSE,NA
351208D,61605,NA,FALSE,NA
351211D,59050,NA,FALSE,NA
351269C,115929,NA,FALSE,NA
351316D,205949,2,FALSE,NA
35135D,20570,NA,FALSE,NA
351422A,337449,NA,FALSE,NA
351446C,71203,NA,FALSE,NA
351446C,273954,2,FALSE,NA
351536C,7064,NA,FALSE,NA
351635A,269705,NA,FALSE,NA
351638B,99169,2,FALSE,NA
35166A,27861,NA,FALSE,NA
35168B,45809,2,FALSE,NA
351712A,32857,2,FALSE,NA
351712A,11289,NA,FALSE,NA
351712A,51757,NA,FALSE,NA
351712A,39149,NA,FALSE,NA
351712A,50309,NA,FALSE,NA
351712A,9326,NA,FALSE,NA
351712A,32105,2,FALSE,NA
351712A,4451,2,FALSE,NA
351712A,40755,2,FALSE,NA
351712A,35457,2,FALSE,NA
351712A,47346,2,FALSE,NA
351712A,11032,NA,FALSE,NA
351712A,20064,NA,FALSE,NA
351712A,10691,2,FALSE,NA
351712A,28113,2,FALSE,NA
351712A,5368,2,FALSE,NA
351712A,25353,2,FALSE,NA
351712A,38874,NA,FALSE,NA
351712A,41602,NA,FALSE,NA
351712A,29671,2,TRUE,NA
351712A,14845,2,TRUE,NA
351712A,47912,NA,TRUE,NA
351712A,34461,2,TRUE,NA
351712A,12765,2,TRUE,NA
351712A,34373,NA,TRUE,NA
35174D,315210,2,FALSE,NA
35174D,71876,NA,FALSE,NA
351755B,185469,NA,TRUE,NA
35176C,218822,2,FALSE,NA
351811C,14796,NA,FALSE,NA
351933A,52799,2,FALSE,NA
351933A,31958,2,FALSE,NA
351934B,63689,NA,FALSE,NA
351956D,124547,2,TRUE,NA
351981B,28148,NA,TRUE,NA
352026B,313947,NA,FALSE,NA
352026B,58353,NA,FALSE,NA
352059D,101750,2,FALSE,NA
352178A,111231,NA,FALSE,NA
352178A,100761,NA,FALSE,NA
352178A,254778,NA,FALSE,NA
352178A,2537,2,FALSE,NA
352178A,52272,NA,FALSE,NA
352178A,220316,NA,FALSE,NA
352178A,48824,NA,FALSE,NA
352178A,85064,NA,FALSE,NA
352178A,94170,2,FALSE,NA
352178A,94595,2,FALSE,NA
352178A,72072,2,FALSE,NA
352233C,92855,2,FALSE,NA
352472E,120738,2,FALSE,NA
352483A,2886,NA,FALSE,NA
352487E,86711,NA,FALSE,NA
352487E,32147,NA,FALSE,NA
352519D,38298,NA,FALSE,NA
352569D,31128,NA,FALSE,NA
352591C,310310,NA,FALSE,NA
352597E,82667,2,FALSE,NA
352731C,31516,2,FALSE,NA
352762B,28768,2,FALSE,NA
352797E,71557,2,FALSE,NA
352797E,151860,2,FALSE,NA
352797E,102672,2,FALSE,NA
352828A,380078,2,FALSE,NA
352868C,138528,2,FALSE,NA
352868C,88919,NA,FALSE,NA
352868C,244446,2,FALSE,NA
352868C,134065,2,FALSE,NA
352868C,4178,2,FALSE,NA
352868C,14472,2,FALSE,NA
352868C,146682,2,FALSE,NA
352868C,35593,2,FALSE,NA
352868C,88794,2,FALSE,NA
352868C,149459,2,FALSE,NA
352868C,16487,NA,FALSE,NA
352868C,77920,NA,FALSE,NA
352868C,104312,2,FALSE,NA
352868C,111734,NA,TRUE,NA
352872E,348870,NA,FALSE,NA
352885D,229618,NA,FALSE,NA
352902C,52272,2,FALSE,NA
352902C,413023,NA,FALSE,NA
352902C,262665,2,FALSE,NA
352902C,312751,NA,FALSE,NA
352902C,355047,NA,FALSE,NA
352947C,29679,NA,FALSE,NA
352950E,24986,NA,FALSE,NA
352974C,154641,NA,FALSE,NA
352981D,156529,2,FALSE,NA
353108D,103215,NA,FALSE,NA
353205B,201546,NA,FALSE,NA
353206E,28648,2,FALSE,NA
353206E,420398,2,FALSE,NA
353206E,13906,NA,FALSE,NA
353206E,101954,2,TRUE,NA
353245D,131271,NA,FALSE,NA
353281A,183032,NA,FALSE,NA
353367C,174488,NA,FALSE,NA
353392C,475571,2,FALSE,NA
353412B,531109,2,FALSE,NA
353475D,80800,NA,FALSE,NA
353475D,33811,NA,FALSE,NA
353533D,84247,2,FALSE,NA
353536A,431108,2,FALSE,NA
353536A,397737,2,FALSE,NA
353536A,224512,NA,FALSE,NA
353536A,338843,2,FALSE,NA
353536A,170114,NA,FALSE,NA
353536A,98001,2,FALSE,NA
353536A,111975,NA,FALSE,NA
353536A,349883,NA,FALSE,NA
353536A,486132,NA,FALSE,NA
353536A,9992,NA,FALSE,NA
353536A,311202,NA,FALSE,NA
353536A,457133,NA,FALSE,NA
353536A,256056,NA,FALSE,NA
353536A,12165,NA,FALSE,NA
353536A,398739,2,FALSE,NA
353536A,70808,2,FALSE,NA
353536A,367491,NA,FALSE,NA
353536A,416070,NA,FALSE,NA
353536A,155523,NA,TRUE,NA
353536A,215655,NA,TRUE,NA
353684A,155021,2,FALSE,NA
353692D,205777,NA,FALSE,NA
353692D,24895,2,FALSE,NA
35377D,20883,NA,FALSE,NA
353837B,86350,NA,FALSE,NA
35387C,113689,2,FALSE,NA
35387C,62571,2,FALSE,NA
35387C,316378,NA,FALSE,NA
353948B,122374,2,FALSE,NA
353954A,32607,2,FALSE,NA
353985B,749,2,TRUE,NA
354005C,42174,2,FALSE,NA
354021C,81029,NA,TRUE,NA
354064B,46560,2,FALSE,NA
354064B,8701,2,FALSE,NA
354064B,32817,NA,FALSE,NA
354064B,18947,2,FALSE,NA
354064B,25028,2,FALSE,NA
354101A,73825,NA,FALSE,NA
354130A,35483,2,FALSE,NA
354177B,150483,2,FALSE,NA
354326E,454978,2,FALSE,NA
354328E,536476,2,FALSE,NA
35437D,91489,2,FALSE,NA
354501A,76470,NA,FALSE,NA
35457C,103215,NA,FALSE,NA
354580B,34713,2,FALSE,NA
354638C,11185,2,FALSE,NA
354708E,105482,NA,FALSE,NA
354872C,19358,2,FALSE,NA
354872C,17475,2,FALSE,NA
354872C,25459,NA,FALSE,NA
354974D,20892,NA,FALSE,NA
35498E,142346,2,FALSE,NA
355042B,205890,NA,FALSE,NA
355131E,147469,NA,FALSE,NA
355282A,99564,2,FALSE,NA
355282A,63828,2,FALSE,NA
35546D,491951,2,FALSE,NA
355531E,45070,NA,FALSE,NA
355531E,135366,2,FALSE,NA
355531E,48946,2,FALSE,NA
355531E,87824,NA,FALSE,NA
355637A,58226,2,FALSE,NA
355647D,15753,2,TRUE,NA
3556D,356560,NA,FALSE,NA
355711D,161082,2,TRUE,NA
355769B,119417,2,FALSE,NA
355769B,441648,2,FALSE,NA
355769B,153392,NA,FALSE,NA
355769B,246497,2,FALSE,NA
355769B,85296,NA,FALSE,NA
355769B,7106,NA,FALSE,NA
355769B,118150,2,FALSE,NA
355769B,21855,2,FALSE,NA
355769B,12619,2,FALSE,NA
355769B,15406,NA,FALSE,NA
355769B,207872,NA,FALSE,NA
355769B,207915,2,FALSE,NA
355769B,180968,2,FALSE,NA
355769B,187110,NA,FALSE,NA
355769B,63630,NA,FALSE,NA
355769B,65126,2,FALSE,NA
355769B,5234,2,FALSE,NA
355769B,502130,2,FALSE,NA
355769B,114996,2,FALSE,NA
355769B,160896,2,FALSE,NA
355769B,18166,NA,FALSE,NA
355769B,51670,2,FALSE,NA
355769B,59829,NA,FALSE,NA
355769B,32045,NA,FALSE,NA
355769B,50292,2,FALSE,NA
355769B,116058,NA,FALSE,NA
355769B,28367,2,FALSE,NA
355769B,144728,2,FALSE,NA
355769B,34461,2,FALSE,NA
355769B,107021,NA,FALSE,NA
355769B,161285,2,FALSE,NA
35581B,85543,NA,FALSE,NA
35581B,16884,NA,FALSE,NA
35581B,107869,2,FALSE,NA
35581B,110331,NA,FALSE,NA
35581B,136627,2,FALSE,NA
35581B,68861,2,FALSE,NA
35581B,53892,NA,FALSE,NA
35581B,24514,2,FALSE,NA
35581B,159932,NA,FALSE,NA
35581B,29480,NA,FALSE,NA
35581B,62450,2,FALSE,NA
35581B,25558,2,FALSE,NA
35581B,101816,2,FALSE,NA
35581B,96457,2,FALSE,NA
35581B,119462,NA,FALSE,NA
35581B,158986,NA,FALSE,NA
35581B,113921,NA,FALSE,NA
35581B,9960,NA,FALSE,NA
35581B,54257,2,FALSE,NA
35581B,40395,NA,FALSE,NA
35581B,92209,2,TRUE,NA
35581B,26778,2,TRUE,NA
35581B,156803,NA,TRUE,NA
35581B,99799,2,TRUE,NA
35581B,120594,2,TRUE,NA
35581B,109423,2,TRUE,NA
35581B,25628,NA,TRUE,NA
35581B,71485,NA,TRUE,NA
35581B,43108,2,TRUE,NA
355825E,88409,NA,FALSE,NA
355838B,33665,NA,TRUE,NA
35585B,135350,NA,FALSE,NA
355880A,107744,2,FALSE,NA
355885B,94907,NA,FALSE,NA
35588B,23821,NA,TRUE,NA
356019C,112206,2,FALSE,NA
356019C,89204,2,FALSE,NA
356024E,20731,NA,FALSE,NA
356024E,213535,2,FALSE,NA
35608E,28148,NA,FALSE,NA
356097E,104664,NA,FALSE,NA
356143D,129040,NA,TRUE,NA
35616A,207100,NA,TRUE,NA
356190B,50069,2,FALSE,NA
356266D,22932,2,FALSE,NA
356349E,23319,NA,FALSE,NA
356349E,25099,2,FALSE,NA
356349E,25885,NA,FALSE,NA
356540A,119373,2,FALSE,NA
356540A,129926,NA,FALSE,NA
356540A,226957,2,FALSE,NA
356540A,101635,2,FALSE,NA
356540A,89207,NA,FALSE,NA
356541C,132617,NA,TRUE,NA
356541C,5206,2,TRUE,NA
356547C,16448,2,FALSE,NA
356556B,236680,2,TRUE,NA
356600B,286151,2,FALSE,NA
356631A,33921,2,FALSE,NA
356645D,35813,2,FALSE,NA
35671B,127269,2,FALSE,NA
35671B,87782,NA,FALSE,NA
35671B,49105,2,FALSE,NA
356784D,43156,NA,FALSE,NA
356837D,532078,NA,FALSE,NA
356859C,469831,2,FALSE,NA
356862C,80017,NA,FALSE,NA
356867D,299152,2,FALSE,NA
356867D,208258,NA,FALSE,NA
356867D,420377,NA,FALSE,NA
356867D,305752,NA,FALSE,NA
356867D,501788,NA,FALSE,NA
356867D,171057,2,FALSE,NA
356867D,245408,NA,FALSE,NA
356867D,10837,2,FALSE,NA
356867D,370300,NA,FALSE,NA
356867D,292348,2,FALSE,NA
356867D,169813,2,FALSE,NA
356867D,305900,2,FALSE,NA
356867D,190953,2,FALSE,NA
356867D,181140,NA,FALSE,NA
356867D,373832,NA,FALSE,NA
356867D,424691,NA,FALSE,NA
356867D,231025,NA,FALSE,NA
356867D,81281,NA,FALSE,NA
356867D,364796,2,FALSE,NA
356867D,220844,2,FALSE,NA
356867D,38846,NA,FALSE,NA
356867D,372818,NA,FALSE,NA
356867D,125820,2,FALSE,NA
356867D,362133,2,FALSE,NA
356867D,229523,2,FALSE,NA
356867D,243877,2,FALSE,NA
356867D,90746,2,FALSE,NA
356867D,96469,NA,FALSE,NA
356867D,272577,NA,FALSE,NA
356867D,45682,2,FALSE,NA
356867D,443954,NA,FALSE,NA
356867D,231799,NA,FALSE,NA
356867D,356694,2,FALSE,NA
356867D,190797,2,FALSE,NA
356867D,367570,2,FALSE,NA
356867D,169291,NA,FALSE,NA
356867D,218292,2,FALSE,NA
356867D,428771,NA,FALSE,NA
356867D,373523,NA,FALSE,NA
356867D,307783,NA,FALSE,NA
356867D,40107,NA,FALSE,NA
356867D,331868,NA,FALSE,NA
356867D,306807,NA,FALSE,NA
356867D,372846,NA,FALSE,NA
356867D,359633,NA,FALSE,NA
356867D,504317,NA,FALSE,NA
356867D,166284,NA,FALSE,NA
356867D,123266,NA,FALSE,NA
356867D,173006,NA,FALSE,NA
356867D,258977,2,FALSE,NA
356867D,456441,NA,FALSE,NA
356867D,328778,NA,FALSE,NA
356867D,186962,2,FALSE,NA
356867D,126692,NA,FALSE,NA
356867D,182996,2,FALSE,NA
356867D,43471,2,FALSE,NA
356867D,155047,2,FALSE,NA
356867D,487218,NA,FALSE,NA
356867D,389150,2,FALSE,NA
356867D,297252,2,FALSE,NA
356867D,40372,NA,FALSE,NA
356867D,17962,2,FALSE,NA
356867D,213053,NA,FALSE,NA
356867D,157193,2,FALSE,NA
356867D,50453,NA,FALSE,NA
356867D,238329,2,FALSE,NA
356867D,105682,2,FALSE,NA
356867D,503915,NA,FALSE,NA
356867D,225284,NA,FALSE,NA
356867D,307048,2,FALSE,NA
356867D,323051,NA,FALSE,NA
356867D,97764,NA,FALSE,NA
356867D,93524,NA,FALSE,NA
356867D,304646,2,FALSE,NA
356867D,107729,NA,FALSE,NA
356867D,378393,2,FALSE,NA
356867D,504154,NA,FALSE,NA
356867D,318992,2,FALSE,NA
356867D,249021,NA,FALSE,NA
356867D,124611,2,FALSE,NA
356867D,503852,NA,FALSE,NA
356867D,84807,2,FALSE,NA
356867D,7502,2,FALSE,NA
356867D,229234,2,FALSE,NA
356867D,328152,NA,FALSE,NA
356867D,99397,2,FALSE,NA
356867D,287492,NA,FALSE,NA
356867D,125758,2,FALSE,NA
356867D,373373,2,FALSE,NA
356867D,175901,NA,FALSE,NA
356867D,193298,2,FALSE,NA
356867D,457151,2,FALSE,NA
356867D,391484,2,FALSE,NA
356867D,142147,2,FALSE,NA
356867D,65893,NA,FALSE,NA
356867D,230990,2,FALSE,NA
356867D,498060,NA,FALSE,NA
356867D,377382,2,FALSE,NA
356867D,368990,2,FALSE,NA
356867D,427417,2,FALSE,NA
356867D,457209,NA,FALSE,NA
356867D,369952,2,FALSE,NA
356867D,429761,NA,FALSE,NA
356867D,311793,2,FALSE,NA
356867D,428775,2,FALSE,NA
356867D,417618,2,FALSE,NA
356867D,44528,NA,FALSE,NA
356867D,183007,2,FALSE,NA
356867D,372883,NA,FALSE,NA
356867D,159516,2,FALSE,NA
356867D,318954,2,FALSE,NA
356867D,79571,NA,FALSE,NA
356867D,286577,2,FALSE,NA
356867D,68615,2,FALSE,NA
356867D,41545,NA,FALSE,NA
356867D,428160,2,FALSE,NA
356867D,108105,2,FALSE,NA
356867D,173997,2,FALSE,NA
356867D,299749,2,FALSE,NA
356867D,48588,2,FALSE,NA
356867D,234516,NA,TRUE,NA
356867D,169027,2,TRUE,NA
356867D,288273,2,TRUE,NA
356867D,28165,NA,TRUE,NA
356867D,95571,2,TRUE,NA
356867D,457956,NA,TRUE,NA
356867D,427627,2,TRUE,NA
356867D,423663,2,TRUE,NA
356867D,488776,NA,TRUE,NA
356867D,88019,NA,TRUE,NA
356867D,397626,NA,TRUE,NA
356867D,214004,2,TRUE,NA
356867D,64917,2,TRUE,NA
356867D,201010,NA,TRUE,NA
356867D,167072,2,TRUE,NA
356867D,9457,2,TRUE,NA
356867D,485885,2,TRUE,NA
